"Town/County","FIPS","Year","Price Range","Measure Type","Variable","Value"
"North Stonington","0901155500","2001","$400,000 and Over","Number","Number of Home Sales",3
"Norwalk","0900156060","2001","$400,000 and Over","Number","Number of Home Sales",385
"Norwich","0901156270","2001","$400,000 and Over","Number","Number of Home Sales",1
"Old Lyme","0901157040","2001","$400,000 and Over","Number","Number of Home Sales",32
"Old Saybrook","0900757320","2001","$400,000 and Over","Number","Number of Home Sales",24
"Orange","0900957600","2001","$400,000 and Over","Number","Number of Home Sales",28
"Oxford","0900958300","2001","$400,000 and Over","Number","Number of Home Sales",18
"Plainfield","0901559980","2001","$400,000 and Over","Number","Number of Home Sales",0
"Plainville","0900360120","2001","$400,000 and Over","Number","Number of Home Sales",0
"Plymouth","0900560750","2001","$400,000 and Over","Number","Number of Home Sales",0
"Pomfret","0901561030","2001","$400,000 and Over","Number","Number of Home Sales",1
"Portland","0900761800","2001","$400,000 and Over","Number","Number of Home Sales",0
"Preston","0901162150","2001","$400,000 and Over","Number","Number of Home Sales",0
"Prospect","0900962290","2001","$400,000 and Over","Number","Number of Home Sales",0
"Putnam","0901562710","2001","$400,000 and Over","Number","Number of Home Sales",0
"Redding","0900163480","2001","$400,000 and Over","Number","Number of Home Sales",115
"Ridgefield","0900163970","2001","$400,000 and Over","Number","Number of Home Sales",368
"Rocky Hill","0900365370","2001","$400,000 and Over","Number","Number of Home Sales",3
"Roxbury","0900565930","2001","$400,000 and Over","Number","Number of Home Sales",19
"Salem","0901166210","2001","$400,000 and Over","Number","Number of Home Sales",0
"Salisbury","0900566420","2001","$400,000 and Over","Number","Number of Home Sales",26
"Scotland","0901567400","2001","$400,000 and Over","Number","Number of Home Sales",0
"Seymour","0900967610","2001","$400,000 and Over","Number","Number of Home Sales",0
"Sharon","0900567960","2001","$400,000 and Over","Number","Number of Home Sales",9
"Shelton","0900168170","2001","$400,000 and Over","Number","Number of Home Sales",0
"Sherman","0900168310","2001","$400,000 and Over","Number","Number of Home Sales",18
"Simsbury","0900368940","2001","$400,000 and Over","Number","Number of Home Sales",75
"Somers","0901369220","2001","$400,000 and Over","Number","Number of Home Sales",5
"South Windsor","0900371390","2001","$400,000 and Over","Number","Number of Home Sales",6
"Southbury","0900969640","2001","$400,000 and Over","Number","Number of Home Sales",53
"Southington","0900370550","2001","$400,000 and Over","Number","Number of Home Sales",0
"Sprague","0901171670","2001","$400,000 and Over","Number","Number of Home Sales",0
"Stafford","0901372090","2001","$400,000 and Over","Number","Number of Home Sales",0
"Stamford","0900173070","2001","$400,000 and Over","Number","Number of Home Sales",694
"Sterling","0901573420","2001","$400,000 and Over","Number","Number of Home Sales",0
"Stonington","0901173770","2001","$400,000 and Over","Number","Number of Home Sales",38
"Stratford","0900174190","2001","$400,000 and Over","Number","Number of Home Sales",21
"Suffield","0900374540","2001","$400,000 and Over","Number","Number of Home Sales",8
"Thomaston","0900575730","2001","$400,000 and Over","Number","Number of Home Sales",0
"Thompson","0901575870","2001","$400,000 and Over","Number","Number of Home Sales",2
"Tolland","0901376290","2001","$400,000 and Over","Number","Number of Home Sales",8
"Torrington","0900576570","2001","$400,000 and Over","Number","Number of Home Sales",2
"Trumbull","0900177200","2001","$400,000 and Over","Number","Number of Home Sales",144
"Union","0901377830","2001","$400,000 and Over","Number","Number of Home Sales",0
"Vernon","0901378250","2001","$400,000 and Over","Number","Number of Home Sales",0
"Voluntown","0901178600","2001","$400,000 and Over","Number","Number of Home Sales",0
"Wallingford","0900978740","2001","$400,000 and Over","Number","Number of Home Sales",0
"Warren","0900579510","2001","$400,000 and Over","Number","Number of Home Sales",5
"Washington","0900579720","2001","$400,000 and Over","Number","Number of Home Sales",20
"Waterbury","0900980070","2001","$400,000 and Over","Number","Number of Home Sales",0
"Waterford","0901180280","2001","$400,000 and Over","Number","Number of Home Sales",15
"Watertown","0900580490","2001","$400,000 and Over","Number","Number of Home Sales",3
"West Hartford","0900382590","2001","$400,000 and Over","Number","Number of Home Sales",136
"West Haven","0900982870","2001","$400,000 and Over","Number","Number of Home Sales",4
"Westbrook","0900781680","2001","$400,000 and Over","Number","Number of Home Sales",0
"Weston","0900183430","2001","$400,000 and Over","Number","Number of Home Sales",206
"Westport","0900183500","2001","$400,000 and Over","Number","Number of Home Sales",424
"Wethersfield","0900384900","2001","$400,000 and Over","Number","Number of Home Sales",7
"Willington","0901385950","2001","$400,000 and Over","Number","Number of Home Sales",1
"Wilton","0900186370","2001","$400,000 and Over","Number","Number of Home Sales",252
"Winchester","0900586440","2001","$400,000 and Over","Number","Number of Home Sales",1
"Windham","0901586790","2001","$400,000 and Over","Number","Number of Home Sales",0
"Windsor","0900387000","2001","$400,000 and Over","Number","Number of Home Sales",1
"Windsor Locks","0900387070","2001","$400,000 and Over","Number","Number of Home Sales",0
"Wolcott","0900987560","2001","$400,000 and Over","Number","Number of Home Sales",0
"Woodbridge","0900987700","2001","$400,000 and Over","Number","Number of Home Sales",40
"Woodbury","0900587910","2001","$400,000 and Over","Number","Number of Home Sales",22
"Woodstock","0901588190","2001","$400,000 and Over","Number","Number of Home Sales",3
"Andover","0901301080","2002","Less than $100,000","Number","Number of Home Sales",2
"Ansonia","0900901220","2002","Less than $100,000","Number","Number of Home Sales",0
"Ashford","0901501430","2002","Less than $100,000","Number","Number of Home Sales",0
"Avon","0900302060","2002","Less than $100,000","Number","Number of Home Sales",2
"Barkhamsted","0900502760","2002","Less than $100,000","Number","Number of Home Sales",10
"Beacon Falls","0900903250","2002","Less than $100,000","Number","Number of Home Sales",17
"Berlin","0900304300","2002","Less than $100,000","Number","Number of Home Sales",0
"Bethany","0900904580","2002","Less than $100,000","Number","Number of Home Sales",9
"Bethel","0900104720","2002","Less than $100,000","Number","Number of Home Sales",0
"Bethlehem","0900504930","2002","Less than $100,000","Number","Number of Home Sales",2
"Bloomfield","0900305910","2002","Less than $100,000","Number","Number of Home Sales",34
"Bolton","0901306260","2002","Less than $100,000","Number","Number of Home Sales",0
"Bozrah","0901106820","2002","Less than $100,000","Number","Number of Home Sales",0
"Branford","0900907310","2002","Less than $100,000","Number","Number of Home Sales",0
"Bridgeport","0900108070","2002","Less than $100,000","Number","Number of Home Sales",157
"Bridgewater","0900508210","2002","Less than $100,000","Number","Number of Home Sales",0
"Bristol","0900308490","2002","Less than $100,000","Number","Number of Home Sales",0
"Brookfield","0900108980","2002","Less than $100,000","Number","Number of Home Sales",1
"Brooklyn","0901509190","2002","Less than $100,000","Number","Number of Home Sales",14
"Burlington","0900310100","2002","Less than $100,000","Number","Number of Home Sales",6
"Canaan","0900510940","2002","Less than $100,000","Number","Number of Home Sales",0
"Canterbury","0901512130","2002","Less than $100,000","Number","Number of Home Sales",10
"Canton","0900312270","2002","Less than $100,000","Number","Number of Home Sales",3
"Chaplin","0901513810","2002","Less than $100,000","Number","Number of Home Sales",3
"Cheshire","0900914160","2002","Less than $100,000","Number","Number of Home Sales",4
"Chester","0900714300","2002","Less than $100,000","Number","Number of Home Sales",0
"Clinton","0900715350","2002","Less than $100,000","Number","Number of Home Sales",22
"Colchester","0901115910","2002","Less than $100,000","Number","Number of Home Sales",19
"Colebrook","0900516050","2002","Less than $100,000","Number","Number of Home Sales",0
"Columbia","0901316400","2002","Less than $100,000","Number","Number of Home Sales",6
"Cornwall","0900517240","2002","Less than $100,000","Number","Number of Home Sales",0
"Coventry","0901317800","2002","Less than $100,000","Number","Number of Home Sales",35
"Cromwell","0900718080","2002","Less than $100,000","Number","Number of Home Sales",0
"Danbury","0900118500","2002","Less than $100,000","Number","Number of Home Sales",0
"Darien","0900118850","2002","Less than $100,000","Number","Number of Home Sales",0
"Deep River","0900719130","2002","Less than $100,000","Number","Number of Home Sales",1
"Derby","0900919550","2002","Less than $100,000","Number","Number of Home Sales",17
"Durham","0900720810","2002","Less than $100,000","Number","Number of Home Sales",0
"East Granby","0900322070","2002","Less than $100,000","Number","Number of Home Sales",2
"East Haddam","0900722280","2002","Less than $100,000","Number","Number of Home Sales",0
"East Hampton","0900722490","2002","Less than $100,000","Number","Number of Home Sales",21
"East Hartford","0900322630","2002","Less than $100,000","Number","Number of Home Sales",160
"East Haven","0900922910","2002","Less than $100,000","Number","Number of Home Sales",47
"East Lyme","0901123400","2002","Less than $100,000","Number","Number of Home Sales",5
"East Windsor","0900324800","2002","Less than $100,000","Number","Number of Home Sales",0
"Eastford","0901521860","2002","Less than $100,000","Number","Number of Home Sales",0
"Easton","0900123890","2002","Less than $100,000","Number","Number of Home Sales",0
"Ellington","0901325360","2002","Less than $100,000","Number","Number of Home Sales",10
"Enfield","0900325990","2002","Less than $100,000","Number","Number of Home Sales",21
"Essex","0900726270","2002","Less than $100,000","Number","Number of Home Sales",0
"Fairfield","0900126620","2002","Less than $100,000","Number","Number of Home Sales",0
"Farmington","0900327600","2002","Less than $100,000","Number","Number of Home Sales",0
"Franklin","0901129910","2002","Less than $100,000","Number","Number of Home Sales",0
"Glastonbury","0900331240","2002","Less than $100,000","Number","Number of Home Sales",0
"Goshen","0900532290","2002","Less than $100,000","Number","Number of Home Sales",0
"Granby","0900332640","2002","Less than $100,000","Number","Number of Home Sales",0
"Greenwich","0900133620","2002","Less than $100,000","Number","Number of Home Sales",2
"Griswold","0901133900","2002","Less than $100,000","Number","Number of Home Sales",39
"Groton","0901134250","2002","Less than $100,000","Number","Number of Home Sales",64
"Guilford","0900934950","2002","Less than $100,000","Number","Number of Home Sales",0
"Haddam","0900735230","2002","Less than $100,000","Number","Number of Home Sales",10
"Hamden","0900935650","2002","Less than $100,000","Number","Number of Home Sales",28
"Hampton","0901536000","2002","Less than $100,000","Number","Number of Home Sales",1
"Hartford","0900337070","2002","Less than $100,000","Number","Number of Home Sales",111
"Hartland","0900337140","2002","Less than $100,000","Number","Number of Home Sales",0
"Harwinton","0900537280","2002","Less than $100,000","Number","Number of Home Sales",0
"Hebron","0901337910","2002","Less than $100,000","Number","Number of Home Sales",11
"Kent","0900540290","2002","Less than $100,000","Number","Number of Home Sales",0
"Killingly","0901540500","2002","Less than $100,000","Number","Number of Home Sales",0
"Killingworth","0900740710","2002","Less than $100,000","Number","Number of Home Sales",36
"Lebanon","0901142390","2002","Less than $100,000","Number","Number of Home Sales",25
"Ledyard","0901142600","2002","Less than $100,000","Number","Number of Home Sales",27
"Lisbon","0901143230","2002","Less than $100,000","Number","Number of Home Sales",8
"Litchfield","0900543370","2002","Less than $100,000","Number","Number of Home Sales",5
"Lyme","0901144210","2002","Less than $100,000","Number","Number of Home Sales",2
"Madison","0900944560","2002","Less than $100,000","Number","Number of Home Sales",0
"Manchester","0900344700","2002","Less than $100,000","Number","Number of Home Sales",20
"Mansfield","0901344910","2002","Less than $100,000","Number","Number of Home Sales",30
"Marlborough","0900345820","2002","Less than $100,000","Number","Number of Home Sales",1
"Meriden","0900946520","2002","Less than $100,000","Number","Number of Home Sales",111
"Middlebury","0900946940","2002","Less than $100,000","Number","Number of Home Sales",0
"Middlefield","0900747080","2002","Less than $100,000","Number","Number of Home Sales",0
"Middletown","0900747360","2002","Less than $100,000","Number","Number of Home Sales",0
"Milford","0900947535","2002","Less than $100,000","Number","Number of Home Sales",4
"Monroe","0900148620","2002","Less than $100,000","Number","Number of Home Sales",0
"Montville","0901148900","2002","Less than $100,000","Number","Number of Home Sales",42
"Morris","0900549460","2002","Less than $100,000","Number","Number of Home Sales",0
"Naugatuck","0900949950","2002","Less than $100,000","Number","Number of Home Sales",0
"New Britain","0900350440","2002","Less than $100,000","Number","Number of Home Sales",0
"New Canaan","0900150580","2002","Less than $100,000","Number","Number of Home Sales",2
"New Fairfield","0900150860","2002","Less than $100,000","Number","Number of Home Sales",5
"New Hartford","0900551350","2002","Less than $100,000","Number","Number of Home Sales",3
"New Haven","0900952070","2002","Less than $100,000","Number","Number of Home Sales",174
"New London","0901152350","2002","Less than $100,000","Number","Number of Home Sales",34
"New Milford","0900552630","2002","Less than $100,000","Number","Number of Home Sales",2
"Newington","0900352140","2002","Less than $100,000","Number","Number of Home Sales",8
"Newtown","0900152980","2002","Less than $100,000","Number","Number of Home Sales",0
"Norfolk","0900553470","2002","Less than $100,000","Number","Number of Home Sales",2
"North Branford","0900953890","2002","Less than $100,000","Number","Number of Home Sales",4
"North Canaan","0900554030","2002","Less than $100,000","Number","Number of Home Sales",0
"North Haven","0900954870","2002","Less than $100,000","Number","Number of Home Sales",0
"North Stonington","0901155500","2002","Less than $100,000","Number","Number of Home Sales",12
"Norwalk","0900156060","2002","Less than $100,000","Number","Number of Home Sales",6
"Norwich","0901156270","2002","Less than $100,000","Number","Number of Home Sales",161
"Old Lyme","0901157040","2002","Less than $100,000","Number","Number of Home Sales",4
"Old Saybrook","0900757320","2002","Less than $100,000","Number","Number of Home Sales",8
"Orange","0900957600","2002","Less than $100,000","Number","Number of Home Sales",0
"Oxford","0900958300","2002","Less than $100,000","Number","Number of Home Sales",4
"Plainfield","0901559980","2002","Less than $100,000","Number","Number of Home Sales",0
"Plainville","0900360120","2002","Less than $100,000","Number","Number of Home Sales",21
"Plymouth","0900560750","2002","Less than $100,000","Number","Number of Home Sales",25
"Pomfret","0901561030","2002","Less than $100,000","Number","Number of Home Sales",10
"Portland","0900761800","2002","Less than $100,000","Number","Number of Home Sales",5
"Preston","0901162150","2002","Less than $100,000","Number","Number of Home Sales",0
"Prospect","0900962290","2002","Less than $100,000","Number","Number of Home Sales",21
"Putnam","0901562710","2002","Less than $100,000","Number","Number of Home Sales",16
"Redding","0900163480","2002","Less than $100,000","Number","Number of Home Sales",0
"Ridgefield","0900163970","2002","Less than $100,000","Number","Number of Home Sales",0
"Rocky Hill","0900365370","2002","Less than $100,000","Number","Number of Home Sales",2
"Roxbury","0900565930","2002","Less than $100,000","Number","Number of Home Sales",0
"Salem","0901166210","2002","Less than $100,000","Number","Number of Home Sales",5
"Salisbury","0900566420","2002","Less than $100,000","Number","Number of Home Sales",5
"Scotland","0901567400","2002","Less than $100,000","Number","Number of Home Sales",5
"Seymour","0900967610","2002","Less than $100,000","Number","Number of Home Sales",0
"Sharon","0900567960","2002","Less than $100,000","Number","Number of Home Sales",5
"Shelton","0900168170","2002","Less than $100,000","Number","Number of Home Sales",23
"Sherman","0900168310","2002","Less than $100,000","Number","Number of Home Sales",0
"Simsbury","0900368940","2002","Less than $100,000","Number","Number of Home Sales",0
"Somers","0901369220","2002","Less than $100,000","Number","Number of Home Sales",8
"South Windsor","0900371390","2002","Less than $100,000","Number","Number of Home Sales",0
"Southbury","0900969640","2002","Less than $100,000","Number","Number of Home Sales",0
"Southington","0900370550","2002","Less than $100,000","Number","Number of Home Sales",77
"Sprague","0901171670","2002","Less than $100,000","Number","Number of Home Sales",3
"Stafford","0901372090","2002","Less than $100,000","Number","Number of Home Sales",36
"Stamford","0900173070","2002","Less than $100,000","Number","Number of Home Sales",17
"Sterling","0901573420","2002","Less than $100,000","Number","Number of Home Sales",0
"Stonington","0901173770","2002","Less than $100,000","Number","Number of Home Sales",0
"Stratford","0900174190","2002","Less than $100,000","Number","Number of Home Sales",23
"Suffield","0900374540","2002","Less than $100,000","Number","Number of Home Sales",1
"Thomaston","0900575730","2002","Less than $100,000","Number","Number of Home Sales",1
"Thompson","0901575870","2002","Less than $100,000","Number","Number of Home Sales",23
"Tolland","0901376290","2002","Less than $100,000","Number","Number of Home Sales",4
"Torrington","0900576570","2002","Less than $100,000","Number","Number of Home Sales",65
"Trumbull","0900177200","2002","Less than $100,000","Number","Number of Home Sales",3
"Union","0901377830","2002","Less than $100,000","Number","Number of Home Sales",2
"Vernon","0901378250","2002","Less than $100,000","Number","Number of Home Sales",57
"Voluntown","0901178600","2002","Less than $100,000","Number","Number of Home Sales",10
"Wallingford","0900978740","2002","Less than $100,000","Number","Number of Home Sales",50
"Warren","0900579510","2002","Less than $100,000","Number","Number of Home Sales",0
"Washington","0900579720","2002","Less than $100,000","Number","Number of Home Sales",0
"Waterbury","0900980070","2002","Less than $100,000","Number","Number of Home Sales",0
"Waterford","0901180280","2002","Less than $100,000","Number","Number of Home Sales",0
"Watertown","0900580490","2002","Less than $100,000","Number","Number of Home Sales",8
"West Hartford","0900382590","2002","Less than $100,000","Number","Number of Home Sales",20
"West Haven","0900982870","2002","Less than $100,000","Number","Number of Home Sales",63
"Westbrook","0900781680","2002","Less than $100,000","Number","Number of Home Sales",29
"Weston","0900183430","2002","Less than $100,000","Number","Number of Home Sales",0
"Westport","0900183500","2002","Less than $100,000","Number","Number of Home Sales",0
"Wethersfield","0900384900","2002","Less than $100,000","Number","Number of Home Sales",2
"Willington","0901385950","2002","Less than $100,000","Number","Number of Home Sales",2
"Wilton","0900186370","2002","Less than $100,000","Number","Number of Home Sales",0
"Winchester","0900586440","2002","Less than $100,000","Number","Number of Home Sales",0
"Windham","0901586790","2002","Less than $100,000","Number","Number of Home Sales",116
"Windsor","0900387000","2002","Less than $100,000","Number","Number of Home Sales",11
"Windsor Locks","0900387070","2002","Less than $100,000","Number","Number of Home Sales",13
"Wolcott","0900987560","2002","Less than $100,000","Number","Number of Home Sales",22
"Woodbridge","0900987700","2002","Less than $100,000","Number","Number of Home Sales",0
"Woodbury","0900587910","2002","Less than $100,000","Number","Number of Home Sales",1
"Woodstock","0901588190","2002","Less than $100,000","Number","Number of Home Sales",8
"Andover","0901301080","2002","$100,000 to $199,999","Number","Number of Home Sales",39
"Ansonia","0900901220","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Ashford","0901501430","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Avon","0900302060","2002","$100,000 to $199,999","Number","Number of Home Sales",35
"Barkhamsted","0900502760","2002","$100,000 to $199,999","Number","Number of Home Sales",24
"Beacon Falls","0900903250","2002","$100,000 to $199,999","Number","Number of Home Sales",31
"Berlin","0900304300","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Bethany","0900904580","2002","$100,000 to $199,999","Number","Number of Home Sales",17
"Bethel","0900104720","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Bethlehem","0900504930","2002","$100,000 to $199,999","Number","Number of Home Sales",14
"Bloomfield","0900305910","2002","$100,000 to $199,999","Number","Number of Home Sales",292
"Bolton","0901306260","2002","$100,000 to $199,999","Number","Number of Home Sales",31
"Bozrah","0901106820","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Branford","0900907310","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Bridgeport","0900108070","2002","$100,000 to $199,999","Number","Number of Home Sales",1127
"Bridgewater","0900508210","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Bristol","0900308490","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Brookfield","0900108980","2002","$100,000 to $199,999","Number","Number of Home Sales",8
"Brooklyn","0901509190","2002","$100,000 to $199,999","Number","Number of Home Sales",95
"Burlington","0900310100","2002","$100,000 to $199,999","Number","Number of Home Sales",35
"Canaan","0900510940","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Canterbury","0901512130","2002","$100,000 to $199,999","Number","Number of Home Sales",76
"Canton","0900312270","2002","$100,000 to $199,999","Number","Number of Home Sales",50
"Chaplin","0901513810","2002","$100,000 to $199,999","Number","Number of Home Sales",28
"Cheshire","0900914160","2002","$100,000 to $199,999","Number","Number of Home Sales",94
"Chester","0900714300","2002","$100,000 to $199,999","Number","Number of Home Sales",18
"Clinton","0900715350","2002","$100,000 to $199,999","Number","Number of Home Sales",86
"Colchester","0901115910","2002","$100,000 to $199,999","Number","Number of Home Sales",152
"Colebrook","0900516050","2002","$100,000 to $199,999","Number","Number of Home Sales",6
"Columbia","0901316400","2002","$100,000 to $199,999","Number","Number of Home Sales",56
"Cornwall","0900517240","2002","$100,000 to $199,999","Number","Number of Home Sales",6
"Coventry","0901317800","2002","$100,000 to $199,999","Number","Number of Home Sales",183
"Cromwell","0900718080","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Danbury","0900118500","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Darien","0900118850","2002","$100,000 to $199,999","Number","Number of Home Sales",1
"Deep River","0900719130","2002","$100,000 to $199,999","Number","Number of Home Sales",37
"Derby","0900919550","2002","$100,000 to $199,999","Number","Number of Home Sales",115
"Durham","0900720810","2002","$100,000 to $199,999","Number","Number of Home Sales",20
"East Granby","0900322070","2002","$100,000 to $199,999","Number","Number of Home Sales",28
"East Haddam","0900722280","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"East Hampton","0900722490","2002","$100,000 to $199,999","Number","Number of Home Sales",115
"East Hartford","0900322630","2002","$100,000 to $199,999","Number","Number of Home Sales",793
"East Haven","0900922910","2002","$100,000 to $199,999","Number","Number of Home Sales",447
"East Lyme","0901123400","2002","$100,000 to $199,999","Number","Number of Home Sales",130
"East Windsor","0900324800","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Eastford","0901521860","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Easton","0900123890","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Ellington","0901325360","2002","$100,000 to $199,999","Number","Number of Home Sales",135
"Enfield","0900325990","2002","$100,000 to $199,999","Number","Number of Home Sales",768
"Essex","0900726270","2002","$100,000 to $199,999","Number","Number of Home Sales",16
"Fairfield","0900126620","2002","$100,000 to $199,999","Number","Number of Home Sales",15
"Farmington","0900327600","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Franklin","0901129910","2002","$100,000 to $199,999","Number","Number of Home Sales",22
"Glastonbury","0900331240","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Goshen","0900532290","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Granby","0900332640","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Greenwich","0900133620","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Griswold","0901133900","2002","$100,000 to $199,999","Number","Number of Home Sales",180
"Groton","0901134250","2002","$100,000 to $199,999","Number","Number of Home Sales",237
"Guilford","0900934950","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Haddam","0900735230","2002","$100,000 to $199,999","Number","Number of Home Sales",49
"Hamden","0900935650","2002","$100,000 to $199,999","Number","Number of Home Sales",765
"Hampton","0901536000","2002","$100,000 to $199,999","Number","Number of Home Sales",16
"Hartford","0900337070","2002","$100,000 to $199,999","Number","Number of Home Sales",418
"Hartland","0900337140","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Harwinton","0900537280","2002","$100,000 to $199,999","Number","Number of Home Sales",43
"Hebron","0901337910","2002","$100,000 to $199,999","Number","Number of Home Sales",90
"Kent","0900540290","2002","$100,000 to $199,999","Number","Number of Home Sales",9
"Killingly","0901540500","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Killingworth","0900740710","2002","$100,000 to $199,999","Number","Number of Home Sales",13
"Lebanon","0901142390","2002","$100,000 to $199,999","Number","Number of Home Sales",83
"Ledyard","0901142600","2002","$100,000 to $199,999","Number","Number of Home Sales",223
"Lisbon","0901143230","2002","$100,000 to $199,999","Number","Number of Home Sales",45
"Litchfield","0900543370","2002","$100,000 to $199,999","Number","Number of Home Sales",44
"Lyme","0901144210","2002","$100,000 to $199,999","Number","Number of Home Sales",6
"Madison","0900944560","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Manchester","0900344700","2002","$100,000 to $199,999","Number","Number of Home Sales",822
"Mansfield","0901344910","2002","$100,000 to $199,999","Number","Number of Home Sales",101
"Marlborough","0900345820","2002","$100,000 to $199,999","Number","Number of Home Sales",55
"Meriden","0900946520","2002","$100,000 to $199,999","Number","Number of Home Sales",771
"Middlebury","0900946940","2002","$100,000 to $199,999","Number","Number of Home Sales",21
"Middlefield","0900747080","2002","$100,000 to $199,999","Number","Number of Home Sales",42
"Middletown","0900747360","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Milford","0900947535","2002","$100,000 to $199,999","Number","Number of Home Sales",264
"Monroe","0900148620","2002","$100,000 to $199,999","Number","Number of Home Sales",10
"Montville","0901148900","2002","$100,000 to $199,999","Number","Number of Home Sales",273
"Morris","0900549460","2002","$100,000 to $199,999","Number","Number of Home Sales",11
"Naugatuck","0900949950","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"New Britain","0900350440","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"New Canaan","0900150580","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"New Fairfield","0900150860","2002","$100,000 to $199,999","Number","Number of Home Sales",41
"New Hartford","0900551350","2002","$100,000 to $199,999","Number","Number of Home Sales",19
"New Haven","0900952070","2002","$100,000 to $199,999","Number","Number of Home Sales",610
"New London","0901152350","2002","$100,000 to $199,999","Number","Number of Home Sales",238
"New Milford","0900552630","2002","$100,000 to $199,999","Number","Number of Home Sales",79
"Newington","0900352140","2002","$100,000 to $199,999","Number","Number of Home Sales",347
"Newtown","0900152980","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Norfolk","0900553470","2002","$100,000 to $199,999","Number","Number of Home Sales",20
"North Branford","0900953890","2002","$100,000 to $199,999","Number","Number of Home Sales",38
"North Canaan","0900554030","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"North Haven","0900954870","2002","$100,000 to $199,999","Number","Number of Home Sales",124
"North Stonington","0901155500","2002","$100,000 to $199,999","Number","Number of Home Sales",40
"Norwalk","0900156060","2002","$100,000 to $199,999","Number","Number of Home Sales",32
"Norwich","0901156270","2002","$100,000 to $199,999","Number","Number of Home Sales",519
"Old Lyme","0901157040","2002","$100,000 to $199,999","Number","Number of Home Sales",56
"Old Saybrook","0900757320","2002","$100,000 to $199,999","Number","Number of Home Sales",54
"Orange","0900957600","2002","$100,000 to $199,999","Number","Number of Home Sales",2
"Oxford","0900958300","2002","$100,000 to $199,999","Number","Number of Home Sales",11
"Plainfield","0901559980","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Plainville","0900360120","2002","$100,000 to $199,999","Number","Number of Home Sales",234
"Plymouth","0900560750","2002","$100,000 to $199,999","Number","Number of Home Sales",207
"Pomfret","0901561030","2002","$100,000 to $199,999","Number","Number of Home Sales",20
"Portland","0900761800","2002","$100,000 to $199,999","Number","Number of Home Sales",91
"Preston","0901162150","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Prospect","0900962290","2002","$100,000 to $199,999","Number","Number of Home Sales",58
"Putnam","0901562710","2002","$100,000 to $199,999","Number","Number of Home Sales",134
"Redding","0900163480","2002","$100,000 to $199,999","Number","Number of Home Sales",1
"Ridgefield","0900163970","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Rocky Hill","0900365370","2002","$100,000 to $199,999","Number","Number of Home Sales",94
"Roxbury","0900565930","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Salem","0901166210","2002","$100,000 to $199,999","Number","Number of Home Sales",21
"Salisbury","0900566420","2002","$100,000 to $199,999","Number","Number of Home Sales",26
"Scotland","0901567400","2002","$100,000 to $199,999","Number","Number of Home Sales",14
"Seymour","0900967610","2002","$100,000 to $199,999","Number","Number of Home Sales",130
"Sharon","0900567960","2002","$100,000 to $199,999","Number","Number of Home Sales",21
"Shelton","0900168170","2002","$100,000 to $199,999","Number","Number of Home Sales",75
"Sherman","0900168310","2002","$100,000 to $199,999","Number","Number of Home Sales",1
"Simsbury","0900368940","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Somers","0901369220","2002","$100,000 to $199,999","Number","Number of Home Sales",66
"South Windsor","0900371390","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Southbury","0900969640","2002","$100,000 to $199,999","Number","Number of Home Sales",0
"Southington","0900370550","2002","$100,000 to $199,999","Number","Number of Home Sales",258
"Sprague","0901171670","2002","$100,000 to $199,999","Number","Number of Home Sales",40
"Stafford","0901372090","2002","$100,000 to $199,999","Number","Number of Home Sales",178
