"Town/County","FIPS","Year","Price Range","Measure Type","Variable","Value"
"Old Saybrook","900757320",2011,"$400,000 and Over","Number","Number of Home Sales",60
"Old Saybrook","900757320",2012,"Less than $100,000","Number","Number of Home Sales",1
"Old Saybrook","900757320",2012,"$100,000 to $199,999","Number","Number of Home Sales",3
"Old Saybrook","900757320",2012,"$200,000 to $299,999","Number","Number of Home Sales",32
"Old Saybrook","900757320",2012,"$300,000 to $399,999","Number","Number of Home Sales",32
"Old Saybrook","900757320",2012,"$400,000 and Over","Number","Number of Home Sales",46
"Orange","900957600",2011,"$100,000 to $199,999","Number","Number of Home Sales",2
"Orange","900957600",2011,"$200,000 to $299,999","Number","Number of Home Sales",31
"Orange","900957600",2011,"$300,000 to $399,999","Number","Number of Home Sales",47
"Orange","900957600",2011,"$400,000 and Over","Number","Number of Home Sales",35
"Orange","900957600",2013,"Less than $100,000","Number","Number of Home Sales",1
"Orange","900957600",2013,"$100,000 to $199,999","Number","Number of Home Sales",15
"Orange","900957600",2013,"$200,000 to $299,999","Number","Number of Home Sales",37
"Orange","900957600",2013,"$300,000 to $399,999","Number","Number of Home Sales",67
"Orange","900957600",2013,"$400,000 and Over","Number","Number of Home Sales",38
"Oxford","900958300",2011,"$100,000 to $199,999","Number","Number of Home Sales",6
"Oxford","900958300",2011,"$200,000 to $299,999","Number","Number of Home Sales",26
"Oxford","900958300",2011,"$300,000 to $399,999","Number","Number of Home Sales",19
"Oxford","900958300",2011,"$400,000 and Over","Number","Number of Home Sales",25
"Oxford","900958300",2012,"$100,000 to $199,999","Number","Number of Home Sales",5
"Oxford","900958300",2012,"$200,000 to $299,999","Number","Number of Home Sales",28
"Oxford","900958300",2012,"$300,000 to $399,999","Number","Number of Home Sales",30
"Oxford","900958300",2012,"$400,000 and Over","Number","Number of Home Sales",24
"Oxford","900958300",2013,"Less than $100,000","Number","Number of Home Sales",7
"Oxford","900958300",2013,"$100,000 to $199,999","Number","Number of Home Sales",17
"Oxford","900958300",2013,"$200,000 to $299,999","Number","Number of Home Sales",27
"Oxford","900958300",2013,"$300,000 to $399,999","Number","Number of Home Sales",40
"Oxford","900958300",2013,"$400,000 and Over","Number","Number of Home Sales",31
"Plainfield","901559980",2011,"Less than $100,000","Number","Number of Home Sales",8
"Plainfield","901559980",2011,"$100,000 to $199,999","Number","Number of Home Sales",45
"Plainfield","901559980",2011,"$200,000 to $299,999","Number","Number of Home Sales",9
"Plainfield","901559980",2013,"Less than $100,000","Number","Number of Home Sales",31
"Plainfield","901559980",2013,"$100,000 to $199,999","Number","Number of Home Sales",79
"Plainfield","901559980",2013,"$200,000 to $299,999","Number","Number of Home Sales",31
"Plainfield","901559980",2013,"$300,000 to $399,999","Number","Number of Home Sales",1
"Plainfield","901559980",2013,"$400,000 and Over","Number","Number of Home Sales",1
"Plainville","900360120",2012,"Less than $100,000","Number","Number of Home Sales",5
"Plainville","900360120",2012,"$100,000 to $199,999","Number","Number of Home Sales",65
"Plainville","900360120",2012,"$200,000 to $299,999","Number","Number of Home Sales",43
"Plainville","900360120",2012,"$300,000 to $399,999","Number","Number of Home Sales",5
"Plainville","900360120",2012,"$400,000 and Over","Number","Number of Home Sales",2
"Plainville","900360120",2013,"Less than $100,000","Number","Number of Home Sales",26
"Plainville","900360120",2013,"$100,000 to $199,999","Number","Number of Home Sales",99
"Plainville","900360120",2013,"$200,000 to $299,999","Number","Number of Home Sales",48
"Plainville","900360120",2013,"$300,000 to $399,999","Number","Number of Home Sales",9
"Plainville","900360120",2013,"$400,000 and Over","Number","Number of Home Sales",2
"Plymouth","900560750",2012,"Less than $100,000","Number","Number of Home Sales",5
"Plymouth","900560750",2012,"$100,000 to $199,999","Number","Number of Home Sales",55
"Plymouth","900560750",2012,"$200,000 to $299,999","Number","Number of Home Sales",13
"Plymouth","900560750",2012,"$300,000 to $399,999","Number","Number of Home Sales",9
"Plymouth","900560750",2012,"$400,000 and Over","Number","Number of Home Sales",1
"Plymouth","900560750",2013,"Less than $100,000","Number","Number of Home Sales",35
"Plymouth","900560750",2013,"$100,000 to $199,999","Number","Number of Home Sales",75
"Plymouth","900560750",2013,"$200,000 to $299,999","Number","Number of Home Sales",28
"Plymouth","900560750",2013,"$300,000 to $399,999","Number","Number of Home Sales",3
"Plymouth","900560750",2013,"$400,000 and Over","Number","Number of Home Sales",2
"Pomfret","901561030",2011,"Less than $100,000","Number","Number of Home Sales",1
"Pomfret","901561030",2011,"$100,000 to $199,999","Number","Number of Home Sales",3
"Pomfret","901561030",2011,"$200,000 to $299,999","Number","Number of Home Sales",10
"Pomfret","901561030",2011,"$300,000 to $399,999","Number","Number of Home Sales",5
"Pomfret","901561030",2011,"$400,000 and Over","Number","Number of Home Sales",2
"Pomfret","901561030",2012,"$100,000 to $199,999","Number","Number of Home Sales",8
"Pomfret","901561030",2012,"$200,000 to $299,999","Number","Number of Home Sales",7
"Pomfret","901561030",2012,"$300,000 to $399,999","Number","Number of Home Sales",5
"Pomfret","901561030",2012,"$400,000 and Over","Number","Number of Home Sales",3
"Pomfret","901561030",2013,"Less than $100,000","Number","Number of Home Sales",5
"Pomfret","901561030",2013,"$100,000 to $199,999","Number","Number of Home Sales",13
"Pomfret","901561030",2013,"$200,000 to $299,999","Number","Number of Home Sales",13
"Pomfret","901561030",2013,"$300,000 to $399,999","Number","Number of Home Sales",6
"Pomfret","901561030",2013,"$400,000 and Over","Number","Number of Home Sales",5
"Portland","900761800",2011,"Less than $100,000","Number","Number of Home Sales",3
"Portland","900761800",2011,"$100,000 to $199,999","Number","Number of Home Sales",33
"Portland","900761800",2011,"$200,000 to $299,999","Number","Number of Home Sales",27
"Portland","900761800",2011,"$300,000 to $399,999","Number","Number of Home Sales",13
"Portland","900761800",2011,"$400,000 and Over","Number","Number of Home Sales",7
"Portland","900761800",2012,"$100,000 to $199,999","Number","Number of Home Sales",21
"Portland","900761800",2012,"$200,000 to $299,999","Number","Number of Home Sales",31
"Portland","900761800",2012,"$300,000 to $399,999","Number","Number of Home Sales",25
"Portland","900761800",2012,"$400,000 and Over","Number","Number of Home Sales",5
"Portland","900761800",2013,"Less than $100,000","Number","Number of Home Sales",8
"Portland","900761800",2013,"$100,000 to $199,999","Number","Number of Home Sales",27
"Portland","900761800",2013,"$200,000 to $299,999","Number","Number of Home Sales",55
"Portland","900761800",2013,"$300,000 to $399,999","Number","Number of Home Sales",16
"Portland","900761800",2013,"$400,000 and Over","Number","Number of Home Sales",6
"Preston","901162150",2011,"$100,000 to $199,999","Number","Number of Home Sales",6
"Preston","901162150",2011,"$200,000 to $299,999","Number","Number of Home Sales",16
"Preston","901162150",2011,"$300,000 to $399,999","Number","Number of Home Sales",7
"Preston","901162150",2013,"Less than $100,000","Number","Number of Home Sales",14
"Preston","901162150",2013,"$100,000 to $199,999","Number","Number of Home Sales",14
"Preston","901162150",2013,"$200,000 to $299,999","Number","Number of Home Sales",19
"Preston","901162150",2013,"$300,000 to $399,999","Number","Number of Home Sales",7
"Preston","901162150",2013,"$400,000 and Over","Number","Number of Home Sales",1
"Prospect","900962290",2012,"Less than $100,000","Number","Number of Home Sales",4
"Prospect","900962290",2012,"$100,000 to $199,999","Number","Number of Home Sales",9
"Prospect","900962290",2012,"$200,000 to $299,999","Number","Number of Home Sales",38
"Prospect","900962290",2012,"$300,000 to $399,999","Number","Number of Home Sales",24
"Prospect","900962290",2012,"$400,000 and Over","Number","Number of Home Sales",2
"Prospect","900962290",2013,"Less than $100,000","Number","Number of Home Sales",11
"Prospect","900962290",2013,"$100,000 to $199,999","Number","Number of Home Sales",27
"Prospect","900962290",2013,"$200,000 to $299,999","Number","Number of Home Sales",20
"Prospect","900962290",2013,"$300,000 to $399,999","Number","Number of Home Sales",14
"Prospect","900962290",2013,"$400,000 and Over","Number","Number of Home Sales",8
"Putnam","901562710",2011,"Less than $100,000","Number","Number of Home Sales",7
"Putnam","901562710",2011,"$100,000 to $199,999","Number","Number of Home Sales",32
"Putnam","901562710",2011,"$200,000 to $299,999","Number","Number of Home Sales",7
"Putnam","901562710",2011,"$300,000 to $399,999","Number","Number of Home Sales",1
"Putnam","901562710",2011,"$400,000 and Over","Number","Number of Home Sales",1
"Putnam","901562710",2012,"Less than $100,000","Number","Number of Home Sales",1
"Putnam","901562710",2012,"$100,000 to $199,999","Number","Number of Home Sales",22
"Putnam","901562710",2012,"$200,000 to $299,999","Number","Number of Home Sales",10
"Putnam","901562710",2012,"$300,000 to $399,999","Number","Number of Home Sales",1
"Putnam","901562710",2012,"$400,000 and Over","Number","Number of Home Sales",1
"Putnam","901562710",2013,"Less than $100,000","Number","Number of Home Sales",24
"Putnam","901562710",2013,"$100,000 to $199,999","Number","Number of Home Sales",54
"Putnam","901562710",2013,"$200,000 to $299,999","Number","Number of Home Sales",13
"Putnam","901562710",2013,"$300,000 to $399,999","Number","Number of Home Sales",3
"Putnam","901562710",2013,"$400,000 and Over","Number","Number of Home Sales",3
"Redding","900163480",2011,"$200,000 to $299,999","Number","Number of Home Sales",7
"Redding","900163480",2011,"$300,000 to $399,999","Number","Number of Home Sales",8
"Redding","900163480",2011,"$400,000 and Over","Number","Number of Home Sales",58
"Redding","900163480",2013,"Less than $100,000","Number","Number of Home Sales",2
"Redding","900163480",2013,"$200,000 to $299,999","Number","Number of Home Sales",6
"Redding","900163480",2013,"$300,000 to $399,999","Number","Number of Home Sales",14
"Redding","900163480",2013,"$400,000 and Over","Number","Number of Home Sales",76
"Ridgefield","900163970",2011,"$100,000 to $199,999","Number","Number of Home Sales",2
"Ridgefield","900163970",2011,"$200,000 to $299,999","Number","Number of Home Sales",2
"Ridgefield","900163970",2011,"$300,000 to $399,999","Number","Number of Home Sales",10
"Ridgefield","900163970",2011,"$400,000 and Over","Number","Number of Home Sales",95
"Ridgefield","900163970",2013,"Less than $100,000","Number","Number of Home Sales",2
"Ridgefield","900163970",2013,"$100,000 to $199,999","Number","Number of Home Sales",6
"Ridgefield","900163970",2013,"$200,000 to $299,999","Number","Number of Home Sales",21
"Ridgefield","900163970",2013,"$300,000 to $399,999","Number","Number of Home Sales",37
"Ridgefield","900163970",2013,"$400,000 and Over","Number","Number of Home Sales",326
"Rocky Hill","900365370",2011,"$100,000 to $199,999","Number","Number of Home Sales",9
"Rocky Hill","900365370",2011,"$200,000 to $299,999","Number","Number of Home Sales",35
"Rocky Hill","900365370",2011,"$300,000 to $399,999","Number","Number of Home Sales",17
"Rocky Hill","900365370",2011,"$400,000 and Over","Number","Number of Home Sales",9
"Rocky Hill","900365370",2012,"$100,000 to $199,999","Number","Number of Home Sales",5
"Rocky Hill","900365370",2012,"$200,000 to $299,999","Number","Number of Home Sales",36
"Rocky Hill","900365370",2012,"$300,000 to $399,999","Number","Number of Home Sales",18
"Rocky Hill","900365370",2012,"$400,000 and Over","Number","Number of Home Sales",11
"Roxbury","900565930",2011,"$200,000 to $299,999","Number","Number of Home Sales",1
"Roxbury","900565930",2011,"$300,000 to $399,999","Number","Number of Home Sales",2
"Roxbury","900565930",2011,"$400,000 and Over","Number","Number of Home Sales",8
"Roxbury","900565930",2013,"$200,000 to $299,999","Number","Number of Home Sales",9
"Roxbury","900565930",2013,"$300,000 to $399,999","Number","Number of Home Sales",6
"Roxbury","900565930",2013,"$400,000 and Over","Number","Number of Home Sales",26
"Salem","901166210",2011,"$200,000 to $299,999","Number","Number of Home Sales",1
"Salem","901166210",2012,"$100,000 to $199,999","Number","Number of Home Sales",11
"Salem","901166210",2012,"$200,000 to $299,999","Number","Number of Home Sales",20
"Salem","901166210",2012,"$300,000 to $399,999","Number","Number of Home Sales",13
"Salem","901166210",2012,"$400,000 and Over","Number","Number of Home Sales",3
"Salem","901166210",2013,"Less than $100,000","Number","Number of Home Sales",3
"Salem","901166210",2013,"$100,000 to $199,999","Number","Number of Home Sales",11
"Salem","901166210",2013,"$200,000 to $299,999","Number","Number of Home Sales",15
"Salem","901166210",2013,"$300,000 to $399,999","Number","Number of Home Sales",8
"Salem","901166210",2013,"$400,000 and Over","Number","Number of Home Sales",2
"Salisbury","900566420",2011,"$100,000 to $199,999","Number","Number of Home Sales",4
"Salisbury","900566420",2011,"$200,000 to $299,999","Number","Number of Home Sales",9
"Salisbury","900566420",2011,"$300,000 to $399,999","Number","Number of Home Sales",7
"Salisbury","900566420",2011,"$400,000 and Over","Number","Number of Home Sales",23
"Salisbury","900566420",2012,"$100,000 to $199,999","Number","Number of Home Sales",5
"Salisbury","900566420",2012,"$200,000 to $299,999","Number","Number of Home Sales",3
"Salisbury","900566420",2012,"$300,000 to $399,999","Number","Number of Home Sales",11
"Salisbury","900566420",2012,"$400,000 and Over","Number","Number of Home Sales",29
"Salisbury","900566420",2013,"$100,000 to $199,999","Number","Number of Home Sales",4
"Salisbury","900566420",2013,"$200,000 to $299,999","Number","Number of Home Sales",14
"Salisbury","900566420",2013,"$300,000 to $399,999","Number","Number of Home Sales",15
"Salisbury","900566420",2013,"$400,000 and Over","Number","Number of Home Sales",24
"Scotland","901567400",2011,"$100,000 to $199,999","Number","Number of Home Sales",4
"Scotland","901567400",2011,"$200,000 to $299,999","Number","Number of Home Sales",2
"Scotland","901567400",2012,"$100,000 to $199,999","Number","Number of Home Sales",5
"Scotland","901567400",2012,"$200,000 to $299,999","Number","Number of Home Sales",6
"Scotland","901567400",2012,"$300,000 to $399,999","Number","Number of Home Sales",1
"Scotland","901567400",2013,"$100,000 to $199,999","Number","Number of Home Sales",1
"Scotland","901567400",2013,"$200,000 to $299,999","Number","Number of Home Sales",2
"Seymour","900967610",2012,"$100,000 to $199,999","Number","Number of Home Sales",44
"Seymour","900967610",2012,"$200,000 to $299,999","Number","Number of Home Sales",28
"Seymour","900967610",2012,"$300,000 to $399,999","Number","Number of Home Sales",15
"Seymour","900967610",2012,"$400,000 and Over","Number","Number of Home Sales",8
"Seymour","900967610",2013,"Less than $100,000","Number","Number of Home Sales",19
"Seymour","900967610",2013,"$100,000 to $199,999","Number","Number of Home Sales",64
"Seymour","900967610",2013,"$200,000 to $299,999","Number","Number of Home Sales",49
"Seymour","900967610",2013,"$300,000 to $399,999","Number","Number of Home Sales",17
"Seymour","900967610",2013,"$400,000 and Over","Number","Number of Home Sales",14
"Sharon","900567960",2011,"$100,000 to $199,999","Number","Number of Home Sales",5
"Sharon","900567960",2011,"$200,000 to $299,999","Number","Number of Home Sales",9
"Sharon","900567960",2011,"$300,000 to $399,999","Number","Number of Home Sales",3
"Sharon","900567960",2011,"$400,000 and Over","Number","Number of Home Sales",14
"Sharon","900567960",2012,"$100,000 to $199,999","Number","Number of Home Sales",2
"Sharon","900567960",2012,"$200,000 to $299,999","Number","Number of Home Sales",7
"Sharon","900567960",2012,"$300,000 to $399,999","Number","Number of Home Sales",4
"Sharon","900567960",2012,"$400,000 and Over","Number","Number of Home Sales",11
"Shelton","900168170",2012,"Less than $100,000","Number","Number of Home Sales",11
"Shelton","900168170",2012,"$100,000 to $199,999","Number","Number of Home Sales",28
"Shelton","900168170",2012,"$200,000 to $299,999","Number","Number of Home Sales",92
"Shelton","900168170",2012,"$300,000 to $399,999","Number","Number of Home Sales",74
"Shelton","900168170",2012,"$400,000 and Over","Number","Number of Home Sales",87
"Shelton","900168170",2013,"Less than $100,000","Number","Number of Home Sales",27
"Shelton","900168170",2013,"$100,000 to $199,999","Number","Number of Home Sales",48
"Shelton","900168170",2013,"$200,000 to $299,999","Number","Number of Home Sales",119
"Shelton","900168170",2013,"$300,000 to $399,999","Number","Number of Home Sales",78
"Shelton","900168170",2013,"$400,000 and Over","Number","Number of Home Sales",88
"Sherman","900168310",2011,"$200,000 to $299,999","Number","Number of Home Sales",4
"Sherman","900168310",2011,"$300,000 to $399,999","Number","Number of Home Sales",8
"Sherman","900168310",2011,"$400,000 and Over","Number","Number of Home Sales",12
"Sherman","900168310",2012,"$100,000 to $199,999","Number","Number of Home Sales",4
"Sherman","900168310",2012,"$200,000 to $299,999","Number","Number of Home Sales",7
"Sherman","900168310",2012,"$300,000 to $399,999","Number","Number of Home Sales",8
"Sherman","900168310",2012,"$400,000 and Over","Number","Number of Home Sales",15
"Simsbury","900368940",2011,"$100,000 to $199,999","Number","Number of Home Sales",11
"Simsbury","900368940",2011,"$200,000 to $299,999","Number","Number of Home Sales",55
"Simsbury","900368940",2011,"$300,000 to $399,999","Number","Number of Home Sales",52
"Simsbury","900368940",2011,"$400,000 and Over","Number","Number of Home Sales",56
"Simsbury","900368940",2013,"Less than $100,000","Number","Number of Home Sales",3
"Simsbury","900368940",2013,"$100,000 to $199,999","Number","Number of Home Sales",26
"Simsbury","900368940",2013,"$200,000 to $299,999","Number","Number of Home Sales",79
"Simsbury","900368940",2013,"$300,000 to $399,999","Number","Number of Home Sales",92
"Simsbury","900368940",2013,"$400,000 and Over","Number","Number of Home Sales",80
"Somers","901369220",2011,"$100,000 to $199,999","Number","Number of Home Sales",10
"Somers","901369220",2011,"$200,000 to $299,999","Number","Number of Home Sales",24
"Somers","901369220",2011,"$300,000 to $399,999","Number","Number of Home Sales",13
"Somers","901369220",2011,"$400,000 and Over","Number","Number of Home Sales",11
"Somers","901369220",2012,"Less than $100,000","Number","Number of Home Sales",2
"Somers","901369220",2012,"$100,000 to $199,999","Number","Number of Home Sales",14
"Somers","901369220",2012,"$200,000 to $299,999","Number","Number of Home Sales",34
"Somers","901369220",2012,"$300,000 to $399,999","Number","Number of Home Sales",27
"Somers","901369220",2012,"$400,000 and Over","Number","Number of Home Sales",7
"Somers","901369220",2013,"Less than $100,000","Number","Number of Home Sales",2
"Somers","901369220",2013,"$100,000 to $199,999","Number","Number of Home Sales",19
"Somers","901369220",2013,"$200,000 to $299,999","Number","Number of Home Sales",46
"Somers","901369220",2013,"$300,000 to $399,999","Number","Number of Home Sales",23
"Somers","901369220",2013,"$400,000 and Over","Number","Number of Home Sales",14
"Southbury","900969640",2011,"Less than $100,000","Number","Number of Home Sales",1
"Southbury","900969640",2011,"$100,000 to $199,999","Number","Number of Home Sales",9
"Southbury","900969640",2011,"$200,000 to $299,999","Number","Number of Home Sales",23
"Southbury","900969640",2011,"$300,000 to $399,999","Number","Number of Home Sales",21
"Southbury","900969640",2011,"$400,000 and Over","Number","Number of Home Sales",27
"Southbury","900969640",2013,"Less than $100,000","Number","Number of Home Sales",10
"Southbury","900969640",2013,"$100,000 to $199,999","Number","Number of Home Sales",29
"Southbury","900969640",2013,"$200,000 to $299,999","Number","Number of Home Sales",22
"Southbury","900969640",2013,"$300,000 to $399,999","Number","Number of Home Sales",42
"Southbury","900969640",2013,"$400,000 and Over","Number","Number of Home Sales",55
"Southington","900370550",2011,"Less than $100,000","Number","Number of Home Sales",4
"Southington","900370550",2011,"$100,000 to $199,999","Number","Number of Home Sales",22
"Southington","900370550",2011,"$200,000 to $299,999","Number","Number of Home Sales",35
"Southington","900370550",2011,"$300,000 to $399,999","Number","Number of Home Sales",10
"Southington","900370550",2011,"$400,000 and Over","Number","Number of Home Sales",8
"Southington","900370550",2012,"Less than $100,000","Number","Number of Home Sales",14
"Southington","900370550",2012,"$100,000 to $199,999","Number","Number of Home Sales",80
"Southington","900370550",2012,"$200,000 to $299,999","Number","Number of Home Sales",114
"Southington","900370550",2012,"$300,000 to $399,999","Number","Number of Home Sales",89
"Southington","900370550",2012,"$400,000 and Over","Number","Number of Home Sales",73
"Southington","900370550",2013,"Less than $100,000","Number","Number of Home Sales",54
"Southington","900370550",2013,"$100,000 to $199,999","Number","Number of Home Sales",138
"Southington","900370550",2013,"$200,000 to $299,999","Number","Number of Home Sales",125
"Southington","900370550",2013,"$300,000 to $399,999","Number","Number of Home Sales",106
"Southington","900370550",2013,"$400,000 and Over","Number","Number of Home Sales",96
"South Windsor","900371390",2011,"Less than $100,000","Number","Number of Home Sales",6
"South Windsor","900371390",2011,"$100,000 to $199,999","Number","Number of Home Sales",41
"South Windsor","900371390",2011,"$200,000 to $299,999","Number","Number of Home Sales",81
"South Windsor","900371390",2011,"$300,000 to $399,999","Number","Number of Home Sales",50
"South Windsor","900371390",2011,"$400,000 and Over","Number","Number of Home Sales",24
"South Windsor","900371390",2013,"Less than $100,000","Number","Number of Home Sales",15
"South Windsor","900371390",2013,"$100,000 to $199,999","Number","Number of Home Sales",67
"South Windsor","900371390",2013,"$200,000 to $299,999","Number","Number of Home Sales",98
"South Windsor","900371390",2013,"$300,000 to $399,999","Number","Number of Home Sales",55
"South Windsor","900371390",2013,"$400,000 and Over","Number","Number of Home Sales",45
"Sprague","901171670",2011,"$100,000 to $199,999","Number","Number of Home Sales",4
"Sprague","901171670",2011,"$200,000 to $299,999","Number","Number of Home Sales",1
"Sprague","901171670",2013,"Less than $100,000","Number","Number of Home Sales",3
"Sprague","901171670",2013,"$100,000 to $199,999","Number","Number of Home Sales",7
"Sprague","901171670",2013,"$200,000 to $299,999","Number","Number of Home Sales",8
"Sprague","901171670",2013,"$300,000 to $399,999","Number","Number of Home Sales",2
"Stafford","901372090",2012,"Less than $100,000","Number","Number of Home Sales",1
"Stafford","901372090",2012,"$100,000 to $199,999","Number","Number of Home Sales",35
"Stafford","901372090",2012,"$200,000 to $299,999","Number","Number of Home Sales",25
"Stafford","901372090",2012,"$300,000 to $399,999","Number","Number of Home Sales",7
"Stafford","901372090",2012,"$400,000 and Over","Number","Number of Home Sales",1
"Stafford","901372090",2013,"Less than $100,000","Number","Number of Home Sales",25
"Stafford","901372090",2013,"$100,000 to $199,999","Number","Number of Home Sales",52
"Stafford","901372090",2013,"$200,000 to $299,999","Number","Number of Home Sales",31
"Stafford","901372090",2013,"$300,000 to $399,999","Number","Number of Home Sales",9
"Stamford","900173070",2011,"$100,000 to $199,999","Number","Number of Home Sales",6
"Stamford","900173070",2011,"$200,000 to $299,999","Number","Number of Home Sales",29
"Stamford","900173070",2011,"$300,000 to $399,999","Number","Number of Home Sales",73
"Stamford","900173070",2011,"$400,000 and Over","Number","Number of Home Sales",352
"Stamford","900173070",2013,"$100,000 to $199,999","Number","Number of Home Sales",12
"Stamford","900173070",2013,"$200,000 to $299,999","Number","Number of Home Sales",35
"Stamford","900173070",2013,"$300,000 to $399,999","Number","Number of Home Sales",91
"Stamford","900173070",2013,"$400,000 and Over","Number","Number of Home Sales",568
"Sterling","901573420",2011,"Less than $100,000","Number","Number of Home Sales",1
"Sterling","901573420",2011,"$100,000 to $199,999","Number","Number of Home Sales",8
"Sterling","901573420",2011,"$200,000 to $299,999","Number","Number of Home Sales",5
"Sterling","901573420",2011,"$300,000 to $399,999","Number","Number of Home Sales",2
"Sterling","901573420",2013,"Less than $100,000","Number","Number of Home Sales",11
"Sterling","901573420",2013,"$100,000 to $199,999","Number","Number of Home Sales",18
"Sterling","901573420",2013,"$200,000 to $299,999","Number","Number of Home Sales",4
"Sterling","901573420",2013,"$300,000 to $399,999","Number","Number of Home Sales",2
"Stonington","901173770",2011,"Less than $100,000","Number","Number of Home Sales",13
"Stonington","901173770",2011,"$100,000 to $199,999","Number","Number of Home Sales",18
"Stonington","901173770",2011,"$200,000 to $299,999","Number","Number of Home Sales",36
"Stonington","901173770",2011,"$300,000 to $399,999","Number","Number of Home Sales",25
"Stonington","901173770",2011,"$400,000 and Over","Number","Number of Home Sales",49
"Stonington","901173770",2013,"Less than $100,000","Number","Number of Home Sales",45
"Stonington","901173770",2013,"$100,000 to $199,999","Number","Number of Home Sales",53
"Stonington","901173770",2013,"$200,000 to $299,999","Number","Number of Home Sales",48
"Stonington","901173770",2013,"$300,000 to $399,999","Number","Number of Home Sales",39
"Stonington","901173770",2013,"$400,000 and Over","Number","Number of Home Sales",57
"Stratford","900174190",2011,"Less than $100,000","Number","Number of Home Sales",2
"Stratford","900174190",2011,"$100,000 to $199,999","Number","Number of Home Sales",56
"Stratford","900174190",2011,"$200,000 to $299,999","Number","Number of Home Sales",114
"Stratford","900174190",2011,"$300,000 to $399,999","Number","Number of Home Sales",38
"Stratford","900174190",2011,"$400,000 and Over","Number","Number of Home Sales",15
"Stratford","900174190",2012,"Less than $100,000","Number","Number of Home Sales",2
"Stratford","900174190",2012,"$100,000 to $199,999","Number","Number of Home Sales",42
"Stratford","900174190",2012,"$200,000 to $299,999","Number","Number of Home Sales",136
"Stratford","900174190",2012,"$300,000 to $399,999","Number","Number of Home Sales",40
"Stratford","900174190",2012,"$400,000 and Over","Number","Number of Home Sales",21
"Stratford","900174190",2013,"Less than $100,000","Number","Number of Home Sales",61
"Stratford","900174190",2013,"$100,000 to $199,999","Number","Number of Home Sales",182
"Stratford","900174190",2013,"$200,000 to $299,999","Number","Number of Home Sales",215
"Stratford","900174190",2013,"$300,000 to $399,999","Number","Number of Home Sales",61
"Stratford","900174190",2013,"$400,000 and Over","Number","Number of Home Sales",38
"Suffield","900374540",2011,"$100,000 to $199,999","Number","Number of Home Sales",4
"Suffield","900374540",2011,"$200,000 to $299,999","Number","Number of Home Sales",29
"Suffield","900374540",2011,"$300,000 to $399,999","Number","Number of Home Sales",17
"Suffield","900374540",2011,"$400,000 and Over","Number","Number of Home Sales",21
"Suffield","900374540",2012,"$100,000 to $199,999","Number","Number of Home Sales",8
"Suffield","900374540",2012,"$200,000 to $299,999","Number","Number of Home Sales",28
"Suffield","900374540",2012,"$300,000 to $399,999","Number","Number of Home Sales",23
"Suffield","900374540",2012,"$400,000 and Over","Number","Number of Home Sales",17
"Thomaston","900575730",2011,"$100,000 to $199,999","Number","Number of Home Sales",21
"Thomaston","900575730",2011,"$200,000 to $299,999","Number","Number of Home Sales",9
"Thomaston","900575730",2011,"$300,000 to $399,999","Number","Number of Home Sales",4
"Thomaston","900575730",2011,"$400,000 and Over","Number","Number of Home Sales",1
"Thomaston","900575730",2012,"$100,000 to $199,999","Number","Number of Home Sales",26
"Thomaston","900575730",2012,"$200,000 to $299,999","Number","Number of Home Sales",23
"Thomaston","900575730",2012,"$300,000 to $399,999","Number","Number of Home Sales",5
"Thomaston","900575730",2012,"$400,000 and Over","Number","Number of Home Sales",2
"Thomaston","900575730",2013,"Less than $100,000","Number","Number of Home Sales",12
"Thomaston","900575730",2013,"$100,000 to $199,999","Number","Number of Home Sales",23
"Thomaston","900575730",2013,"$200,000 to $299,999","Number","Number of Home Sales",21
"Thomaston","900575730",2013,"$300,000 to $399,999","Number","Number of Home Sales",1
"Thompson","901575870",2011,"Less than $100,000","Number","Number of Home Sales",6
"Thompson","901575870",2011,"$100,000 to $199,999","Number","Number of Home Sales",45
"Thompson","901575870",2011,"$200,000 to $299,999","Number","Number of Home Sales",14
"Thompson","901575870",2011,"$300,000 to $399,999","Number","Number of Home Sales",2
"Thompson","901575870",2011,"$400,000 and Over","Number","Number of Home Sales",1
"Thompson","901575870",2012,"Less than $100,000","Number","Number of Home Sales",16
"Thompson","901575870",2012,"$100,000 to $199,999","Number","Number of Home Sales",27
"Thompson","901575870",2012,"$200,000 to $299,999","Number","Number of Home Sales",15
"Thompson","901575870",2012,"$300,000 to $399,999","Number","Number of Home Sales",5
"Thompson","901575870",2012,"$400,000 and Over","Number","Number of Home Sales",2
"Thompson","901575870",2013,"Less than $100,000","Number","Number of Home Sales",36
"Thompson","901575870",2013,"$100,000 to $199,999","Number","Number of Home Sales",70
"Thompson","901575870",2013,"$200,000 to $299,999","Number","Number of Home Sales",15
"Thompson","901575870",2013,"$300,000 to $399,999","Number","Number of Home Sales",6
"Thompson","901575870",2013,"$400,000 and Over","Number","Number of Home Sales",3
"Tolland","901376290",2011,"$100,000 to $199,999","Number","Number of Home Sales",20
"Tolland","901376290",2011,"$200,000 to $299,999","Number","Number of Home Sales",47
"Tolland","901376290",2011,"$300,000 to $399,999","Number","Number of Home Sales",30
"Tolland","901376290",2011,"$400,000 and Over","Number","Number of Home Sales",19
"Tolland","901376290",2012,"$100,000 to $199,999","Number","Number of Home Sales",28
