"Town/County","FIPS","Year","Price Range","Measure Type","Variable","Value"
"Darien","900118850",2012,"$300,000 to $399,999","Number","Number of Home Sales",2
"Darien","900118850",2012,"$400,000 and Over","Number","Number of Home Sales",330
"Deep River","900719130",2011,"$100,000 to $199,999","Number","Number of Home Sales",5
"Deep River","900719130",2011,"$200,000 to $299,999","Number","Number of Home Sales",12
"Deep River","900719130",2011,"$300,000 to $399,999","Number","Number of Home Sales",6
"Deep River","900719130",2011,"$400,000 and Over","Number","Number of Home Sales",7
"Deep River","900719130",2012,"$100,000 to $199,999","Number","Number of Home Sales",4
"Deep River","900719130",2012,"$200,000 to $299,999","Number","Number of Home Sales",15
"Deep River","900719130",2012,"$300,000 to $399,999","Number","Number of Home Sales",5
"Deep River","900719130",2012,"$400,000 and Over","Number","Number of Home Sales",7
"Deep River","900719130",2013,"Less than $100,000","Number","Number of Home Sales",2
"Deep River","900719130",2013,"$100,000 to $199,999","Number","Number of Home Sales",14
"Deep River","900719130",2013,"$200,000 to $299,999","Number","Number of Home Sales",22
"Deep River","900719130",2013,"$300,000 to $399,999","Number","Number of Home Sales",6
"Deep River","900719130",2013,"$400,000 and Over","Number","Number of Home Sales",7
"Derby","900919550",2012,"Less than $100,000","Number","Number of Home Sales",5
"Derby","900919550",2012,"$100,000 to $199,999","Number","Number of Home Sales",19
"Derby","900919550",2012,"$200,000 to $299,999","Number","Number of Home Sales",9
"Derby","900919550",2012,"$300,000 to $399,999","Number","Number of Home Sales",5
"Derby","900919550",2013,"Less than $100,000","Number","Number of Home Sales",14
"Derby","900919550",2013,"$100,000 to $199,999","Number","Number of Home Sales",46
"Derby","900919550",2013,"$200,000 to $299,999","Number","Number of Home Sales",12
"Derby","900919550",2013,"$300,000 to $399,999","Number","Number of Home Sales",8
"Durham","900720810",2011,"$100,000 to $199,999","Number","Number of Home Sales",5
"Durham","900720810",2011,"$200,000 to $299,999","Number","Number of Home Sales",19
"Durham","900720810",2011,"$300,000 to $399,999","Number","Number of Home Sales",15
"Durham","900720810",2011,"$400,000 and Over","Number","Number of Home Sales",13
"Durham","900720810",2012,"$100,000 to $199,999","Number","Number of Home Sales",5
"Durham","900720810",2012,"$200,000 to $299,999","Number","Number of Home Sales",19
"Durham","900720810",2012,"$300,000 to $399,999","Number","Number of Home Sales",17
"Durham","900720810",2012,"$400,000 and Over","Number","Number of Home Sales",9
"Durham","900720810",2013,"$100,000 to $199,999","Number","Number of Home Sales",22
"Durham","900720810",2013,"$200,000 to $299,999","Number","Number of Home Sales",24
"Durham","900720810",2013,"$300,000 to $399,999","Number","Number of Home Sales",20
"Durham","900720810",2013,"$400,000 and Over","Number","Number of Home Sales",11
"Eastford","901521860",2011,"$100,000 to $199,999","Number","Number of Home Sales",2
"Eastford","901521860",2011,"$200,000 to $299,999","Number","Number of Home Sales",2
"Eastford","901521860",2012,"$100,000 to $199,999","Number","Number of Home Sales",1
"Eastford","901521860",2012,"$200,000 to $299,999","Number","Number of Home Sales",3
"Eastford","901521860",2012,"$400,000 and Over","Number","Number of Home Sales",1
"East Granby","900322070",2011,"$100,000 to $199,999","Number","Number of Home Sales",5
"East Granby","900322070",2011,"$200,000 to $299,999","Number","Number of Home Sales",15
"East Granby","900322070",2011,"$300,000 to $399,999","Number","Number of Home Sales",7
"East Granby","900322070",2011,"$400,000 and Over","Number","Number of Home Sales",6
"East Granby","900322070",2012,"$100,000 to $199,999","Number","Number of Home Sales",7
"East Granby","900322070",2012,"$200,000 to $299,999","Number","Number of Home Sales",28
"East Granby","900322070",2012,"$300,000 to $399,999","Number","Number of Home Sales",13
"East Granby","900322070",2012,"$400,000 and Over","Number","Number of Home Sales",6
"East Haddam","900722280",2011,"Less than $100,000","Number","Number of Home Sales",2
"East Haddam","900722280",2011,"$100,000 to $199,999","Number","Number of Home Sales",10
"East Haddam","900722280",2011,"$200,000 to $299,999","Number","Number of Home Sales",32
"East Haddam","900722280",2011,"$300,000 to $399,999","Number","Number of Home Sales",12
"East Haddam","900722280",2011,"$400,000 and Over","Number","Number of Home Sales",7
"East Haddam","900722280",2012,"$100,000 to $199,999","Number","Number of Home Sales",1
"East Haddam","900722280",2013,"Less than $100,000","Number","Number of Home Sales",10
"East Haddam","900722280",2013,"$100,000 to $199,999","Number","Number of Home Sales",32
"East Haddam","900722280",2013,"$200,000 to $299,999","Number","Number of Home Sales",39
"East Haddam","900722280",2013,"$300,000 to $399,999","Number","Number of Home Sales",22
"East Haddam","900722280",2013,"$400,000 and Over","Number","Number of Home Sales",7
"East Hampton","900722490",2011,"Less than $100,000","Number","Number of Home Sales",2
"East Hampton","900722490",2011,"$100,000 to $199,999","Number","Number of Home Sales",22
"East Hampton","900722490",2011,"$200,000 to $299,999","Number","Number of Home Sales",33
"East Hampton","900722490",2011,"$300,000 to $399,999","Number","Number of Home Sales",16
"East Hampton","900722490",2011,"$400,000 and Over","Number","Number of Home Sales",11
"East Hampton","900722490",2012,"Less than $100,000","Number","Number of Home Sales",1
"East Hampton","900722490",2012,"$100,000 to $199,999","Number","Number of Home Sales",21
"East Hampton","900722490",2012,"$200,000 to $299,999","Number","Number of Home Sales",31
"East Hampton","900722490",2012,"$300,000 to $399,999","Number","Number of Home Sales",16
"East Hampton","900722490",2012,"$400,000 and Over","Number","Number of Home Sales",10
"East Hampton","900722490",2013,"Less than $100,000","Number","Number of Home Sales",8
"East Hampton","900722490",2013,"$100,000 to $199,999","Number","Number of Home Sales",46
"East Hampton","900722490",2013,"$200,000 to $299,999","Number","Number of Home Sales",50
"East Hampton","900722490",2013,"$300,000 to $399,999","Number","Number of Home Sales",25
"East Hampton","900722490",2013,"$400,000 and Over","Number","Number of Home Sales",19
"East Hartford","900322630",2012,"Less than $100,000","Number","Number of Home Sales",16
"East Hartford","900322630",2012,"$100,000 to $199,999","Number","Number of Home Sales",137
"East Hartford","900322630",2012,"$200,000 to $299,999","Number","Number of Home Sales",25
"East Hartford","900322630",2013,"Less than $100,000","Number","Number of Home Sales",172
"East Hartford","900322630",2013,"$100,000 to $199,999","Number","Number of Home Sales",290
"East Hartford","900322630",2013,"$200,000 to $299,999","Number","Number of Home Sales",42
"East Haven","900922910",2012,"Less than $100,000","Number","Number of Home Sales",4
"East Haven","900922910",2012,"$100,000 to $199,999","Number","Number of Home Sales",96
"East Haven","900922910",2012,"$200,000 to $299,999","Number","Number of Home Sales",42
"East Haven","900922910",2012,"$300,000 to $399,999","Number","Number of Home Sales",16
"East Haven","900922910",2012,"$400,000 and Over","Number","Number of Home Sales",2
"East Haven","900922910",2013,"Less than $100,000","Number","Number of Home Sales",35
"East Haven","900922910",2013,"$100,000 to $199,999","Number","Number of Home Sales",152
"East Haven","900922910",2013,"$200,000 to $299,999","Number","Number of Home Sales",55
"East Haven","900922910",2013,"$300,000 to $399,999","Number","Number of Home Sales",11
"East Haven","900922910",2013,"$400,000 and Over","Number","Number of Home Sales",4
"East Lyme","901123400",2012,"Less than $100,000","Number","Number of Home Sales",1
"East Lyme","901123400",2012,"$100,000 to $199,999","Number","Number of Home Sales",30
"East Lyme","901123400",2012,"$200,000 to $299,999","Number","Number of Home Sales",60
"East Lyme","901123400",2012,"$300,000 to $399,999","Number","Number of Home Sales",30
"East Lyme","901123400",2012,"$400,000 and Over","Number","Number of Home Sales",39
"East Lyme","901123400",2013,"Less than $100,000","Number","Number of Home Sales",14
"East Lyme","901123400",2013,"$100,000 to $199,999","Number","Number of Home Sales",65
"East Lyme","901123400",2013,"$200,000 to $299,999","Number","Number of Home Sales",94
"East Lyme","901123400",2013,"$300,000 to $399,999","Number","Number of Home Sales",53
"East Lyme","901123400",2013,"$400,000 and Over","Number","Number of Home Sales",54
"Easton","900123890",2011,"$200,000 to $299,999","Number","Number of Home Sales",2
"Easton","900123890",2011,"$300,000 to $399,999","Number","Number of Home Sales",10
"Easton","900123890",2011,"$400,000 and Over","Number","Number of Home Sales",58
"Easton","900123890",2012,"$200,000 to $299,999","Number","Number of Home Sales",3
"Easton","900123890",2012,"$300,000 to $399,999","Number","Number of Home Sales",12
"Easton","900123890",2012,"$400,000 and Over","Number","Number of Home Sales",66
"Easton","900123890",2013,"$100,000 to $199,999","Number","Number of Home Sales",4
"Easton","900123890",2013,"$200,000 to $299,999","Number","Number of Home Sales",7
"Easton","900123890",2013,"$300,000 to $399,999","Number","Number of Home Sales",12
"Easton","900123890",2013,"$400,000 and Over","Number","Number of Home Sales",98
"East Windsor","900324800",2011,"Less than $100,000","Number","Number of Home Sales",9
"East Windsor","900324800",2011,"$100,000 to $199,999","Number","Number of Home Sales",14
"East Windsor","900324800",2011,"$200,000 to $299,999","Number","Number of Home Sales",19
"East Windsor","900324800",2011,"$300,000 to $399,999","Number","Number of Home Sales",13
"East Windsor","900324800",2011,"$400,000 and Over","Number","Number of Home Sales",1
"East Windsor","900324800",2013,"Less than $100,000","Number","Number of Home Sales",38
"East Windsor","900324800",2013,"$100,000 to $199,999","Number","Number of Home Sales",28
"East Windsor","900324800",2013,"$200,000 to $299,999","Number","Number of Home Sales",29
"East Windsor","900324800",2013,"$300,000 to $399,999","Number","Number of Home Sales",14
"East Windsor","900324800",2013,"$400,000 and Over","Number","Number of Home Sales",1
"Ellington","901325360",2011,"$100,000 to $199,999","Number","Number of Home Sales",13
"Ellington","901325360",2011,"$200,000 to $299,999","Number","Number of Home Sales",28
"Ellington","901325360",2011,"$300,000 to $399,999","Number","Number of Home Sales",11
"Ellington","901325360",2011,"$400,000 and Over","Number","Number of Home Sales",14
"Ellington","901325360",2012,"$100,000 to $199,999","Number","Number of Home Sales",14
"Ellington","901325360",2012,"$200,000 to $299,999","Number","Number of Home Sales",33
"Ellington","901325360",2012,"$300,000 to $399,999","Number","Number of Home Sales",13
"Ellington","901325360",2012,"$400,000 and Over","Number","Number of Home Sales",22
"Ellington","901325360",2013,"Less than $100,000","Number","Number of Home Sales",9
"Ellington","901325360",2013,"$100,000 to $199,999","Number","Number of Home Sales",25
"Ellington","901325360",2013,"$200,000 to $299,999","Number","Number of Home Sales",53
"Ellington","901325360",2013,"$300,000 to $399,999","Number","Number of Home Sales",18
"Ellington","901325360",2013,"$400,000 and Over","Number","Number of Home Sales",41
"Enfield","900325990",2012,"Less than $100,000","Number","Number of Home Sales",1
"Enfield","900325990",2012,"$100,000 to $199,999","Number","Number of Home Sales",209
"Enfield","900325990",2012,"$200,000 to $299,999","Number","Number of Home Sales",85
"Enfield","900325990",2012,"$300,000 to $399,999","Number","Number of Home Sales",8
"Enfield","900325990",2012,"$400,000 and Over","Number","Number of Home Sales",1
"Enfield","900325990",2013,"Less than $100,000","Number","Number of Home Sales",36
"Enfield","900325990",2013,"$100,000 to $199,999","Number","Number of Home Sales",269
"Enfield","900325990",2013,"$200,000 to $299,999","Number","Number of Home Sales",79
"Enfield","900325990",2013,"$300,000 to $399,999","Number","Number of Home Sales",8
"Enfield","900325990",2013,"$400,000 and Over","Number","Number of Home Sales",1
"Essex","900726270",2011,"$100,000 to $199,999","Number","Number of Home Sales",2
"Essex","900726270",2011,"$200,000 to $299,999","Number","Number of Home Sales",11
"Essex","900726270",2011,"$300,000 to $399,999","Number","Number of Home Sales",17
"Essex","900726270",2011,"$400,000 and Over","Number","Number of Home Sales",24
"Essex","900726270",2012,"$200,000 to $299,999","Number","Number of Home Sales",16
"Essex","900726270",2012,"$300,000 to $399,999","Number","Number of Home Sales",9
"Essex","900726270",2012,"$400,000 and Over","Number","Number of Home Sales",24
"Essex","900726270",2013,"Less than $100,000","Number","Number of Home Sales",5
"Essex","900726270",2013,"$100,000 to $199,999","Number","Number of Home Sales",11
"Essex","900726270",2013,"$200,000 to $299,999","Number","Number of Home Sales",23
"Essex","900726270",2013,"$300,000 to $399,999","Number","Number of Home Sales",20
"Essex","900726270",2013,"$400,000 and Over","Number","Number of Home Sales",45
"Fairfield","900126620",2011,"$100,000 to $199,999","Number","Number of Home Sales",2
"Fairfield","900126620",2011,"$200,000 to $299,999","Number","Number of Home Sales",26
"Fairfield","900126620",2011,"$300,000 to $399,999","Number","Number of Home Sales",80
"Fairfield","900126620",2011,"$400,000 and Over","Number","Number of Home Sales",331
"Fairfield","900126620",2012,"$100,000 to $199,999","Number","Number of Home Sales",1
"Fairfield","900126620",2012,"$200,000 to $299,999","Number","Number of Home Sales",24
"Fairfield","900126620",2012,"$300,000 to $399,999","Number","Number of Home Sales",63
"Fairfield","900126620",2012,"$400,000 and Over","Number","Number of Home Sales",394
"Fairfield","900126620",2013,"Less than $100,000","Number","Number of Home Sales",6
"Fairfield","900126620",2013,"$100,000 to $199,999","Number","Number of Home Sales",12
"Fairfield","900126620",2013,"$200,000 to $299,999","Number","Number of Home Sales",51
"Fairfield","900126620",2013,"$300,000 to $399,999","Number","Number of Home Sales",118
"Fairfield","900126620",2013,"$400,000 and Over","Number","Number of Home Sales",611
"Farmington","900327600",2011,"$100,000 to $199,999","Number","Number of Home Sales",12
"Farmington","900327600",2011,"$200,000 to $299,999","Number","Number of Home Sales",49
"Farmington","900327600",2011,"$300,000 to $399,999","Number","Number of Home Sales",38
"Farmington","900327600",2011,"$400,000 and Over","Number","Number of Home Sales",77
"Farmington","900327600",2012,"$100,000 to $199,999","Number","Number of Home Sales",3
"Farmington","900327600",2012,"$200,000 to $299,999","Number","Number of Home Sales",10
"Farmington","900327600",2012,"$300,000 to $399,999","Number","Number of Home Sales",9
"Farmington","900327600",2012,"$400,000 and Over","Number","Number of Home Sales",15
"Farmington","900327600",2013,"Less than $100,000","Number","Number of Home Sales",10
"Farmington","900327600",2013,"$100,000 to $199,999","Number","Number of Home Sales",42
"Farmington","900327600",2013,"$200,000 to $299,999","Number","Number of Home Sales",69
"Farmington","900327600",2013,"$300,000 to $399,999","Number","Number of Home Sales",49
"Farmington","900327600",2013,"$400,000 and Over","Number","Number of Home Sales",110
"Franklin","901129910",2011,"$100,000 to $199,999","Number","Number of Home Sales",2
"Franklin","901129910",2011,"$200,000 to $299,999","Number","Number of Home Sales",3
"Franklin","901129910",2012,"$100,000 to $199,999","Number","Number of Home Sales",4
"Franklin","901129910",2012,"$200,000 to $299,999","Number","Number of Home Sales",4
"Franklin","901129910",2012,"$300,000 to $399,999","Number","Number of Home Sales",1
"Glastonbury","900331240",2011,"$100,000 to $199,999","Number","Number of Home Sales",16
"Glastonbury","900331240",2011,"$200,000 to $299,999","Number","Number of Home Sales",79
"Glastonbury","900331240",2011,"$300,000 to $399,999","Number","Number of Home Sales",81
"Glastonbury","900331240",2011,"$400,000 and Over","Number","Number of Home Sales",116
"Glastonbury","900331240",2012,"$100,000 to $199,999","Number","Number of Home Sales",22
"Glastonbury","900331240",2012,"$200,000 to $299,999","Number","Number of Home Sales",88
"Glastonbury","900331240",2012,"$300,000 to $399,999","Number","Number of Home Sales",79
"Glastonbury","900331240",2012,"$400,000 and Over","Number","Number of Home Sales",129
"Glastonbury","900331240",2013,"Less than $100,000","Number","Number of Home Sales",9
"Glastonbury","900331240",2013,"$100,000 to $199,999","Number","Number of Home Sales",36
"Glastonbury","900331240",2013,"$200,000 to $299,999","Number","Number of Home Sales",113
"Glastonbury","900331240",2013,"$300,000 to $399,999","Number","Number of Home Sales",99
"Glastonbury","900331240",2013,"$400,000 and Over","Number","Number of Home Sales",155
"Goshen","900532290",2011,"$100,000 to $199,999","Number","Number of Home Sales",3
"Goshen","900532290",2011,"$200,000 to $299,999","Number","Number of Home Sales",12
"Goshen","900532290",2011,"$300,000 to $399,999","Number","Number of Home Sales",5
"Goshen","900532290",2011,"$400,000 and Over","Number","Number of Home Sales",8
"Goshen","900532290",2013,"Less than $100,000","Number","Number of Home Sales",3
"Goshen","900532290",2013,"$100,000 to $199,999","Number","Number of Home Sales",10
"Goshen","900532290",2013,"$200,000 to $299,999","Number","Number of Home Sales",14
"Goshen","900532290",2013,"$300,000 to $399,999","Number","Number of Home Sales",10
"Goshen","900532290",2013,"$400,000 and Over","Number","Number of Home Sales",14
"Granby","900332640",2011,"$100,000 to $199,999","Number","Number of Home Sales",16
"Granby","900332640",2011,"$200,000 to $299,999","Number","Number of Home Sales",38
"Granby","900332640",2011,"$300,000 to $399,999","Number","Number of Home Sales",30
"Granby","900332640",2011,"$400,000 and Over","Number","Number of Home Sales",14
"Granby","900332640",2012,"$200,000 to $299,999","Number","Number of Home Sales",1
"Granby","900332640",2012,"$300,000 to $399,999","Number","Number of Home Sales",3
"Granby","900332640",2013,"Less than $100,000","Number","Number of Home Sales",5
"Granby","900332640",2013,"$100,000 to $199,999","Number","Number of Home Sales",20
"Granby","900332640",2013,"$200,000 to $299,999","Number","Number of Home Sales",51
"Granby","900332640",2013,"$300,000 to $399,999","Number","Number of Home Sales",26
"Granby","900332640",2013,"$400,000 and Over","Number","Number of Home Sales",27
"Greenwich","900133620",2011,"$300,000 to $399,999","Number","Number of Home Sales",7
"Greenwich","900133620",2011,"$400,000 and Over","Number","Number of Home Sales",496
"Greenwich","900133620",2012,"$300,000 to $399,999","Number","Number of Home Sales",2
"Greenwich","900133620",2012,"$400,000 and Over","Number","Number of Home Sales",631
"Greenwich","900133620",2013,"Less than $100,000","Number","Number of Home Sales",1
"Greenwich","900133620",2013,"$100,000 to $199,999","Number","Number of Home Sales",2
"Greenwich","900133620",2013,"$200,000 to $299,999","Number","Number of Home Sales",7
"Greenwich","900133620",2013,"$300,000 to $399,999","Number","Number of Home Sales",6
"Greenwich","900133620",2013,"$400,000 and Over","Number","Number of Home Sales",680
"Griswold","901133900",2012,"Less than $100,000","Number","Number of Home Sales",8
"Griswold","901133900",2012,"$100,000 to $199,999","Number","Number of Home Sales",22
"Griswold","901133900",2012,"$200,000 to $299,999","Number","Number of Home Sales",27
"Griswold","901133900",2012,"$300,000 to $399,999","Number","Number of Home Sales",7
"Griswold","901133900",2012,"$400,000 and Over","Number","Number of Home Sales",3
"Griswold","901133900",2013,"Less than $100,000","Number","Number of Home Sales",40
"Griswold","901133900",2013,"$100,000 to $199,999","Number","Number of Home Sales",46
"Griswold","901133900",2013,"$200,000 to $299,999","Number","Number of Home Sales",19
"Griswold","901133900",2013,"$300,000 to $399,999","Number","Number of Home Sales",4
"Groton","901134250",2012,"Less than $100,000","Number","Number of Home Sales",25
"Groton","901134250",2012,"$100,000 to $199,999","Number","Number of Home Sales",41
"Groton","901134250",2012,"$200,000 to $299,999","Number","Number of Home Sales",53
"Groton","901134250",2012,"$300,000 to $399,999","Number","Number of Home Sales",37
"Groton","901134250",2012,"$400,000 and Over","Number","Number of Home Sales",37
"Groton","901134250",2013,"Less than $100,000","Number","Number of Home Sales",82
"Groton","901134250",2013,"$100,000 to $199,999","Number","Number of Home Sales",101
"Groton","901134250",2013,"$200,000 to $299,999","Number","Number of Home Sales",78
"Groton","901134250",2013,"$300,000 to $399,999","Number","Number of Home Sales",31
"Groton","901134250",2013,"$400,000 and Over","Number","Number of Home Sales",61
"Guilford","900934950",2011,"$100,000 to $199,999","Number","Number of Home Sales",5
"Guilford","900934950",2011,"$200,000 to $299,999","Number","Number of Home Sales",44
"Guilford","900934950",2011,"$300,000 to $399,999","Number","Number of Home Sales",40
"Guilford","900934950",2011,"$400,000 and Over","Number","Number of Home Sales",93
"Guilford","900934950",2012,"$100,000 to $199,999","Number","Number of Home Sales",9
"Guilford","900934950",2012,"$200,000 to $299,999","Number","Number of Home Sales",41
"Guilford","900934950",2012,"$300,000 to $399,999","Number","Number of Home Sales",58
"Guilford","900934950",2012,"$400,000 and Over","Number","Number of Home Sales",112
"Haddam","900735230",2011,"Less than $100,000","Number","Number of Home Sales",1
"Haddam","900735230",2011,"$100,000 to $199,999","Number","Number of Home Sales",9
"Haddam","900735230",2011,"$200,000 to $299,999","Number","Number of Home Sales",15
"Haddam","900735230",2011,"$300,000 to $399,999","Number","Number of Home Sales",23
"Haddam","900735230",2011,"$400,000 and Over","Number","Number of Home Sales",10
"Haddam","900735230",2012,"Less than $100,000","Number","Number of Home Sales",1
"Haddam","900735230",2012,"$100,000 to $199,999","Number","Number of Home Sales",13
"Haddam","900735230",2012,"$200,000 to $299,999","Number","Number of Home Sales",21
"Haddam","900735230",2012,"$300,000 to $399,999","Number","Number of Home Sales",22
"Haddam","900735230",2012,"$400,000 and Over","Number","Number of Home Sales",10
"Haddam","900735230",2013,"Less than $100,000","Number","Number of Home Sales",11
"Haddam","900735230",2013,"$100,000 to $199,999","Number","Number of Home Sales",17
"Haddam","900735230",2013,"$200,000 to $299,999","Number","Number of Home Sales",37
"Haddam","900735230",2013,"$300,000 to $399,999","Number","Number of Home Sales",24
"Haddam","900735230",2013,"$400,000 and Over","Number","Number of Home Sales",15
"Hamden","900935650",2011,"$100,000 to $199,999","Number","Number of Home Sales",114
"Hamden","900935650",2011,"$200,000 to $299,999","Number","Number of Home Sales",141
"Hamden","900935650",2011,"$300,000 to $399,999","Number","Number of Home Sales",43
"Hamden","900935650",2011,"$400,000 and Over","Number","Number of Home Sales",16
"Hamden","900935650",2012,"Less than $100,000","Number","Number of Home Sales",4
"Hamden","900935650",2012,"$100,000 to $199,999","Number","Number of Home Sales",151
"Hamden","900935650",2012,"$200,000 to $299,999","Number","Number of Home Sales",130
"Hamden","900935650",2012,"$300,000 to $399,999","Number","Number of Home Sales",60
"Hamden","900935650",2012,"$400,000 and Over","Number","Number of Home Sales",40
"Hamden","900935650",2013,"Less than $100,000","Number","Number of Home Sales",56
"Hamden","900935650",2013,"$100,000 to $199,999","Number","Number of Home Sales",215
"Hamden","900935650",2013,"$200,000 to $299,999","Number","Number of Home Sales",176
"Hamden","900935650",2013,"$300,000 to $399,999","Number","Number of Home Sales",57
"Hamden","900935650",2013,"$400,000 and Over","Number","Number of Home Sales",27
"Hampton","901536000",2011,"$100,000 to $199,999","Number","Number of Home Sales",6
"Hampton","901536000",2011,"$400,000 and Over","Number","Number of Home Sales",1
"Hampton","901536000",2012,"$100,000 to $199,999","Number","Number of Home Sales",4
"Hampton","901536000",2012,"$200,000 to $299,999","Number","Number of Home Sales",5
"Hartford","900337070",2012,"Less than $100,000","Number","Number of Home Sales",3
"Hartford","900337070",2012,"$100,000 to $199,999","Number","Number of Home Sales",82
"Hartford","900337070",2012,"$200,000 to $299,999","Number","Number of Home Sales",9
"Hartford","900337070",2012,"$300,000 to $399,999","Number","Number of Home Sales",11
"Hartford","900337070",2012,"$400,000 and Over","Number","Number of Home Sales",14
"Hartford","900337070",2013,"Less than $100,000","Number","Number of Home Sales",84
"Hartford","900337070",2013,"$100,000 to $199,999","Number","Number of Home Sales",125
"Hartford","900337070",2013,"$200,000 to $299,999","Number","Number of Home Sales",9
"Hartford","900337070",2013,"$300,000 to $399,999","Number","Number of Home Sales",4
"Hartford","900337070",2013,"$400,000 and Over","Number","Number of Home Sales",18
"Hartland","900337140",2011,"$100,000 to $199,999","Number","Number of Home Sales",4
"Hartland","900337140",2011,"$200,000 to $299,999","Number","Number of Home Sales",6
"Hartland","900337140",2011,"$300,000 to $399,999","Number","Number of Home Sales",1
"Hartland","900337140",2012,"$200,000 to $299,999","Number","Number of Home Sales",7
"Hartland","900337140",2012,"$300,000 to $399,999","Number","Number of Home Sales",1
"Hartland","900337140",2012,"$400,000 and Over","Number","Number of Home Sales",1
"Hartland","900337140",2013,"$100,000 to $199,999","Number","Number of Home Sales",8
"Hartland","900337140",2013,"$200,000 to $299,999","Number","Number of Home Sales",5
"Hartland","900337140",2013,"$300,000 to $399,999","Number","Number of Home Sales",2
"Harwinton","900537280",2011,"Less than $100,000","Number","Number of Home Sales",1
"Harwinton","900537280",2011,"$100,000 to $199,999","Number","Number of Home Sales",12
"Harwinton","900537280",2011,"$200,000 to $299,999","Number","Number of Home Sales",8
"Harwinton","900537280",2011,"$300,000 to $399,999","Number","Number of Home Sales",9
"Harwinton","900537280",2011,"$400,000 and Over","Number","Number of Home Sales",1
"Harwinton","900537280",2012,"$100,000 to $199,999","Number","Number of Home Sales",13
"Harwinton","900537280",2012,"$200,000 to $299,999","Number","Number of Home Sales",20
"Harwinton","900537280",2012,"$300,000 to $399,999","Number","Number of Home Sales",6
"Harwinton","900537280",2012,"$400,000 and Over","Number","Number of Home Sales",6
"Hebron","901337910",2012,"$100,000 to $199,999","Number","Number of Home Sales",17
"Hebron","901337910",2012,"$200,000 to $299,999","Number","Number of Home Sales",35
"Hebron","901337910",2012,"$300,000 to $399,999","Number","Number of Home Sales",33
"Hebron","901337910",2012,"$400,000 and Over","Number","Number of Home Sales",8
"Hebron","901337910",2013,"Less than $100,000","Number","Number of Home Sales",9
"Hebron","901337910",2013,"$100,000 to $199,999","Number","Number of Home Sales",26
"Hebron","901337910",2013,"$200,000 to $299,999","Number","Number of Home Sales",34
"Hebron","901337910",2013,"$300,000 to $399,999","Number","Number of Home Sales",14
"Hebron","901337910",2013,"$400,000 and Over","Number","Number of Home Sales",10
"Kent","900540290",2011,"Less than $100,000","Number","Number of Home Sales",1
"Kent","900540290",2011,"$100,000 to $199,999","Number","Number of Home Sales",2
"Kent","900540290",2011,"$200,000 to $299,999","Number","Number of Home Sales",6
"Kent","900540290",2011,"$300,000 to $399,999","Number","Number of Home Sales",3
"Kent","900540290",2011,"$400,000 and Over","Number","Number of Home Sales",8
"Kent","900540290",2012,"$100,000 to $199,999","Number","Number of Home Sales",2
"Kent","900540290",2012,"$200,000 to $299,999","Number","Number of Home Sales",3
"Kent","900540290",2012,"$300,000 to $399,999","Number","Number of Home Sales",7
"Kent","900540290",2012,"$400,000 and Over","Number","Number of Home Sales",6
"Killingly","901540500",2011,"Less than $100,000","Number","Number of Home Sales",5
"Killingly","901540500",2011,"$100,000 to $199,999","Number","Number of Home Sales",56
"Killingly","901540500",2011,"$200,000 to $299,999","Number","Number of Home Sales",20
"Killingly","901540500",2011,"$300,000 to $399,999","Number","Number of Home Sales",2
"Killingly","901540500",2012,"Less than $100,000","Number","Number of Home Sales",11
"Killingly","901540500",2012,"$100,000 to $199,999","Number","Number of Home Sales",53
"Killingly","901540500",2012,"$200,000 to $299,999","Number","Number of Home Sales",25
"Killingly","901540500",2012,"$300,000 to $399,999","Number","Number of Home Sales",5
"Killingworth","900740710",2012,"Less than $100,000","Number","Number of Home Sales",15
"Killingworth","900740710",2012,"$100,000 to $199,999","Number","Number of Home Sales",10
"Killingworth","900740710",2012,"$200,000 to $299,999","Number","Number of Home Sales",14
"Killingworth","900740710",2012,"$300,000 to $399,999","Number","Number of Home Sales",12
"Killingworth","900740710",2012,"$400,000 and Over","Number","Number of Home Sales",17
"Killingworth","900740710",2013,"Less than $100,000","Number","Number of Home Sales",14
"Killingworth","900740710",2013,"$100,000 to $199,999","Number","Number of Home Sales",12
"Killingworth","900740710",2013,"$200,000 to $299,999","Number","Number of Home Sales",12
"Killingworth","900740710",2013,"$300,000 to $399,999","Number","Number of Home Sales",24
"Killingworth","900740710",2013,"$400,000 and Over","Number","Number of Home Sales",27
"Lebanon","901142390",2011,"Less than $100,000","Number","Number of Home Sales",1
"Lebanon","901142390",2011,"$100,000 to $199,999","Number","Number of Home Sales",16
"Lebanon","901142390",2011,"$200,000 to $299,999","Number","Number of Home Sales",16
"Lebanon","901142390",2011,"$300,000 to $399,999","Number","Number of Home Sales",2
"Lebanon","901142390",2011,"$400,000 and Over","Number","Number of Home Sales",4
"Lebanon","901142390",2012,"Less than $100,000","Number","Number of Home Sales",4
"Lebanon","901142390",2012,"$100,000 to $199,999","Number","Number of Home Sales",23
"Lebanon","901142390",2012,"$200,000 to $299,999","Number","Number of Home Sales",30
"Lebanon","901142390",2012,"$300,000 to $399,999","Number","Number of Home Sales",7
"Lebanon","901142390",2012,"$400,000 and Over","Number","Number of Home Sales",1
"Ledyard","901142600",2011,"$100,000 to $199,999","Number","Number of Home Sales",33
